month_year,region,country,visitor_count
2009-09,North Asia,Japan,52561
2009-09,North Asia,South Korea,15714
2009-09,North Asia,Other Markets In North Asia,na
2009-09,South Asia,Bangladesh,7105
2009-09,South Asia,India,57110
2009-09,South Asia,Pakistan,1055
2009-09,South Asia,Sri Lanka,5616
2009-09,South Asia,Other Markets In South Asia,1955
2009-09,West Asia,Iran,1934
2009-09,West Asia,Israel,na
2009-09,West Asia,Kuwait,345
2009-09,West Asia,Saudi Arabia,771
2009-09,West Asia,United Arab Emirates,3644
2009-09,West Asia,Other Markets In West Asia,na
2009-09,Americas,Canada,3761
2009-09,Americas,USA,25190
2009-09,Americas,Other Markets In Americas,na
2009-09,Europe,Belgium & Luxembourg,1707
2009-09,Europe,Denmark,1940
2009-09,Europe,Finland,997
2009-09,Europe,France,8383
2009-09,Europe,Germany,14742
2009-09,Europe,Italy,3727
2009-09,Europe,Netherlands,6076
2009-09,Europe,Norway,2159
2009-09,Europe,Rep Of Ireland,na
2009-09,Europe,Russian Federation,na
2009-09,Europe,Spain,3032
2009-09,Europe,Sweden,1957
2009-09,Europe,Switzerland,4533
2009-09,Europe,United Kingdom,34738
2009-09,Europe,Other Markets In Europe,na
2009-09,Oceania,Australia,73407
2009-09,Oceania,New Zealand,9259
2009-09,Oceania,Other Markets In Oceania,1038
2009-09,Africa,Egypt,na
2009-09,Africa,Mauritius,na
2009-09,Africa,South Africa (Rep Of),na
2009-09,Africa,Other Markets In Africa,na
2009-10,Southeast Asia,Brunei Darussalam,3988
2009-10,Southeast Asia,Indonesia,137011
2009-10,Southeast Asia,Malaysia,69426
2009-10,Southeast Asia,Myanmar,6249
2009-10,Southeast Asia,Philippines,38367
2009-10,Southeast Asia,Thailand,35977
2009-10,Southeast Asia,Vietnam,20939
2009-10,Southeast Asia,Other Markets In Southeast Asia,na
2009-10,Greater China,China,83273
2009-10,Greater China,Hong Kong SAR,25512
2009-10,Greater China,Taiwan,13208
2009-10,Greater China,Other Markets In Greater China,na
2009-10,North Asia,Japan,43247
2009-10,North Asia,South Korea,16069
2009-10,North Asia,Other Markets In North Asia,na
2009-10,South Asia,Bangladesh,8291
2009-10,South Asia,India,67239
2009-10,South Asia,Pakistan,1461
2009-10,South Asia,Sri Lanka,6242
2009-10,South Asia,Other Markets In South Asia,1902
2009-10,West Asia,Iran,1336
2009-10,West Asia,Israel,na
2009-10,West Asia,Kuwait,254
2009-10,West Asia,Saudi Arabia,666
2009-10,West Asia,United Arab Emirates,3078
2009-10,West Asia,Other Markets In West Asia,na
2009-10,Americas,Canada,5752
2009-10,Americas,USA,32734
2009-10,Americas,Other Markets In Americas,na
2009-10,Europe,Belgium & Luxembourg,1806
2009-10,Europe,Denmark,2795
2009-10,Europe,Finland,1137
2009-10,Europe,France,10012
2009-10,Europe,Germany,17384
2009-10,Europe,Italy,3695
2009-10,Europe,Netherlands,7021
2009-10,Europe,Norway,2566
2009-10,Europe,Rep Of Ireland,na
2009-10,Europe,Russian Federation,na
2009-10,Europe,Spain,3155
2009-10,Europe,Sweden,2597
2009-10,Europe,Switzerland,6314
2009-10,Europe,United Kingdom,40654
2009-10,Europe,Other Markets In Europe,na
2009-10,Oceania,Australia,81622
2009-10,Oceania,New Zealand,9431
2009-10,Oceania,Other Markets In Oceania,1053
2009-10,Africa,Egypt,na
2009-10,Africa,Mauritius,na
2009-10,Africa,South Africa (Rep Of),na
2009-10,Africa,Other Markets In Africa,na
2009-11,Southeast Asia,Brunei Darussalam,5260
2009-11,Southeast Asia,Indonesia,143014
2009-11,Southeast Asia,Malaysia,82747
2009-11,Southeast Asia,Myanmar,5694
2009-11,Southeast Asia,Philippines,37810
2009-11,Southeast Asia,Thailand,23588
2009-11,Southeast Asia,Vietnam,19905
2009-11,Southeast Asia,Other Markets In Southeast Asia,na
2009-11,Greater China,China,90358
2009-11,Greater China,Hong Kong SAR,20525
2009-11,Greater China,Taiwan,11900
2009-11,Greater China,Other Markets In Greater China,na
2009-11,North Asia,Japan,38949
2009-11,North Asia,South Korea,19620
2009-11,North Asia,Other Markets In North Asia,na
2009-11,South Asia,Bangladesh,6735
2009-11,South Asia,India,49836
2009-11,South Asia,Pakistan,1495
2009-11,South Asia,Sri Lanka,6078
2009-11,South Asia,Other Markets In South Asia,2084
2009-11,West Asia,Iran,1722
2009-11,West Asia,Israel,na
2009-11,West Asia,Kuwait,413
2009-11,West Asia,Saudi Arabia,1069
2009-11,West Asia,United Arab Emirates,4631
2009-11,West Asia,Other Markets In West Asia,na
2009-11,Americas,Canada,6391
2009-11,Americas,USA,34402
2009-11,Americas,Other Markets In Americas,na
2009-11,Europe,Belgium & Luxembourg,1967
2009-11,Europe,Denmark,2811
2009-11,Europe,Finland,1395
2009-11,Europe,France,10339
2009-11,Europe,Germany,20619
2009-11,Europe,Italy,3436
2009-11,Europe,Netherlands,6431
2009-11,Europe,Norway,2834
2009-11,Europe,Rep Of Ireland,na
2009-11,Europe,Russian Federation,na
2009-11,Europe,Spain,3008
2009-11,Europe,Sweden,2959
2009-11,Europe,Switzerland,6119
2009-11,Europe,United Kingdom,43724
2009-11,Europe,Other Markets In Europe,na
2009-11,Oceania,Australia,68570
2009-11,Oceania,New Zealand,7570
2009-11,Oceania,Other Markets In Oceania,1187
2009-11,Africa,Egypt,na
2009-11,Africa,Mauritius,na
2009-11,Africa,South Africa (Rep Of),na
2009-11,Africa,Other Markets In Africa,na
2009-12,Southeast Asia,Brunei Darussalam,9705
2009-12,Southeast Asia,Indonesia,214634
2009-12,Southeast Asia,Malaysia,110760
2009-12,Southeast Asia,Myanmar,7056
2009-12,Southeast Asia,Philippines,41157
2009-12,Southeast Asia,Thailand,26830
2009-12,Southeast Asia,Vietnam,22030
2009-12,Southeast Asia,Other Markets In Southeast Asia,na
2009-12,Greater China,China,87983
2009-12,Greater China,Hong Kong SAR,21046
2009-12,Greater China,Taiwan,10039
2009-12,Greater China,Other Markets In Greater China,na
2009-12,North Asia,Japan,40420
2009-12,North Asia,South Korea,20033
2009-12,North Asia,Other Markets In North Asia,na
2009-12,South Asia,Bangladesh,8001
2009-12,South Asia,India,70097
2009-12,South Asia,Pakistan,2165
2009-12,South Asia,Sri Lanka,8090
2009-12,South Asia,Other Markets In South Asia,2800
2009-12,West Asia,Iran,2054
2009-12,West Asia,Israel,na
2009-12,West Asia,Kuwait,412
2009-12,West Asia,Saudi Arabia,714
2009-12,West Asia,United Arab Emirates,4299
2009-12,West Asia,Other Markets In West Asia,na
2009-12,Americas,Canada,6790
2009-12,Americas,USA,33244
2009-12,Americas,Other Markets In Americas,na
2009-12,Europe,Belgium & Luxembourg,1748
2009-12,Europe,Denmark,2400
2009-12,Europe,Finland,1761
2009-12,Europe,France,9376
2009-12,Europe,Germany,15824
2009-12,Europe,Italy,3753
2009-12,Europe,Netherlands,6413
2009-12,Europe,Norway,2791
2009-12,Europe,Rep Of Ireland,na
2009-12,Europe,Russian Federation,na
2009-12,Europe,Spain,2316
2009-12,Europe,Sweden,3915
2009-12,Europe,Switzerland,5306
2009-12,Europe,United Kingdom,39582
2009-12,Europe,Other Markets In Europe,na
2009-12,Oceania,Australia,84158
2009-12,Oceania,New Zealand,6855
2009-12,Oceania,Other Markets In Oceania,1235
2009-12,Africa,Egypt,na
2009-12,Africa,Mauritius,na
2009-12,Africa,South Africa (Rep Of),na
2009-12,Africa,Other Markets In Africa,na
2010-01,Southeast Asia,Brunei Darussalam,5245
2010-01,Southeast Asia,Indonesia,173640
2010-01,Southeast Asia,Malaysia,67942
2010-01,Southeast Asia,Myanmar,5512
2010-01,Southeast Asia,Philippines,32704
2010-01,Southeast Asia,Thailand,24635
2010-01,Southeast Asia,Vietnam,19109
2010-01,Southeast Asia,Other Markets In Southeast Asia,na
2010-01,Greater China,China,98918
2010-01,Greater China,Hong Kong SAR,19415
2010-01,Greater China,Taiwan,15511
2010-01,Greater China,Other Markets In Greater China,na
2010-01,North Asia,Japan,37747
2010-01,North Asia,South Korea,39437
2010-01,North Asia,Other Markets In North Asia,na
2010-01,South Asia,Bangladesh,7762
2010-01,South Asia,India,57404
2010-01,South Asia,Pakistan,1585
2010-01,South Asia,Sri Lanka,4770
2010-01,South Asia,Other Markets In South Asia,2500
2010-01,West Asia,Iran,1779
2010-01,West Asia,Israel,na
2010-01,West Asia,Kuwait,443
2010-01,West Asia,Saudi Arabia,513
2010-01,West Asia,United Arab Emirates,3686
2010-01,West Asia,Other Markets In West Asia,na
2010-01,Americas,Canada,6860
2010-01,Americas,USA,35514
2010-01,Americas,Other Markets In Americas,na
2010-01,Europe,Belgium & Luxembourg,1954
2010-01,Europe,Denmark,3453
2010-01,Europe,Finland,1972
2010-01,Europe,France,10010
2010-01,Europe,Germany,18091
2010-01,Europe,Italy,4619
2010-01,Europe,Netherlands,6597
2010-01,Europe,Norway,2974
2010-01,Europe,Rep Of Ireland,na
2010-01,Europe,Russian Federation,na
2010-01,Europe,Spain,2174
2010-01,Europe,Sweden,4708
2010-01,Europe,Switzerland,6078
2010-01,Europe,United Kingdom,44522
2010-01,Europe,Other Markets In Europe,na
2010-01,Oceania,Australia,89584
2010-01,Oceania,New Zealand,8392
2010-01,Oceania,Other Markets In Oceania,1231
2010-01,Africa,Egypt,na
2010-01,Africa,Mauritius,na
2010-01,Africa,South Africa (Rep Of),na
2010-01,Africa,Other Markets In Africa,na
2010-02,Southeast Asia,Brunei Darussalam,4139
2010-02,Southeast Asia,Indonesia,143921
2010-02,Southeast Asia,Malaysia,68678
2010-02,Southeast Asia,Myanmar,4583
2010-02,Southeast Asia,Philippines,32510
2010-02,Southeast Asia,Thailand,23154
2010-02,Southeast Asia,Vietnam,20478
2010-02,Southeast Asia,Other Markets In Southeast Asia,na
2010-02,Greater China,China,143050
2010-02,Greater China,Hong Kong SAR,24904
2010-02,Greater China,Taiwan,17738
2010-02,Greater China,Other Markets In Greater China,na
2010-02,North Asia,Japan,40669
2010-02,North Asia,South Korea,29589
2010-02,North Asia,Other Markets In North Asia,na
2010-02,South Asia,Bangladesh,5726
2010-02,South Asia,India,46061
2010-02,South Asia,Pakistan,1292
2010-02,South Asia,Sri Lanka,4734
2010-02,South Asia,Other Markets In South Asia,1761
2010-02,West Asia,Iran,4042
2010-02,West Asia,Israel,na
2010-02,West Asia,Kuwait,587
2010-02,West Asia,Saudi Arabia,714
2010-02,West Asia,United Arab Emirates,3036
2010-02,West Asia,Other Markets In West Asia,na
2010-02,Americas,Canada,6424
2010-02,Americas,USA,31167
2010-02,Americas,Other Markets In Americas,na
2010-02,Europe,Belgium & Luxembourg,1882
2010-02,Europe,Denmark,3786
2010-02,Europe,Finland,1539
2010-02,Europe,France,10684
2010-02,Europe,Germany,17337
2010-02,Europe,Italy,3821
2010-02,Europe,Netherlands,6328
2010-02,Europe,Norway,3263
2010-02,Europe,Rep Of Ireland,na
2010-02,Europe,Russian Federation,na
2010-02,Europe,Spain,2275
2010-02,Europe,Sweden,3956
2010-02,Europe,Switzerland,6100
2010-02,Europe,United Kingdom,47559
2010-02,Europe,Other Markets In Europe,na
2010-02,Oceania,Australia,55364
2010-02,Oceania,New Zealand,4481
2010-02,Oceania,Other Markets In Oceania,829
2010-02,Africa,Egypt,na
2010-02,Africa,Mauritius,na
2010-02,Africa,South Africa (Rep Of),na
2010-02,Africa,Other Markets In Africa,na
2010-03,Southeast Asia,Brunei Darussalam,5692
2010-03,Southeast Asia,Indonesia,166036
2010-03,Southeast Asia,Malaysia,81757
2010-03,Southeast Asia,Myanmar,7000
2010-03,Southeast Asia,Philippines,43959
2010-03,Southeast Asia,Thailand,31815
2010-03,Southeast Asia,Vietnam,21338
2010-03,Southeast Asia,Other Markets In Southeast Asia,na
2010-03,Greater China,China,88038
2010-03,Greater China,Hong Kong SAR,26245
2010-03,Greater China,Taiwan,15220
2010-03,Greater China,Other Markets In Greater China,na
2010-03,North Asia,Japan,51836
2010-03,North Asia,South Korea,30113
2010-03,North Asia,Other Markets In North Asia,na
2010-03,South Asia,Bangladesh,7747
2010-03,South Asia,India,53966
2010-03,South Asia,Pakistan,1662
2010-03,South Asia,Sri Lanka,5375
2010-03,South Asia,Other Markets In South Asia,2054
2010-03,West Asia,Iran,10024
2010-03,West Asia,Israel,na
2010-03,West Asia,Kuwait,468
2010-03,West Asia,Saudi Arabia,689
2010-03,West Asia,United Arab Emirates,3842
2010-03,West Asia,Other Markets In West Asia,na
2010-03,Americas,Canada,7048
2010-03,Americas,USA,37123
2010-03,Americas,Other Markets In Americas,na
2010-03,Europe,Belgium & Luxembourg,2249
2010-03,Europe,Denmark,3584
2010-03,Europe,Finland,1775
2010-03,Europe,France,11349
2010-03,Europe,Germany,24044
2010-03,Europe,Italy,4014
2010-03,Europe,Netherlands,6767
2010-03,Europe,Norway,3807
2010-03,Europe,Rep Of Ireland,na
2010-03,Europe,Russian Federation,na
2010-03,Europe,Spain,2940
2010-03,Europe,Sweden,4166
2010-03,Europe,Switzerland,6485
2010-03,Europe,United Kingdom,54448
2010-03,Europe,Other Markets In Europe,na
2010-03,Oceania,Australia,63659
2010-03,Oceania,New Zealand,5602
2010-03,Oceania,Other Markets In Oceania,1031
2010-03,Africa,Egypt,na
2010-03,Africa,Mauritius,na
2010-03,Africa,South Africa (Rep Of),na
2010-03,Africa,Other Markets In Africa,na
2010-04,Southeast Asia,Brunei Darussalam,3943
2010-04,Southeast Asia,Indonesia,163076
2010-04,Southeast Asia,Malaysia,77476
2010-04,Southeast Asia,Myanmar,9646
2010-04,Southeast Asia,Philippines,54454
2010-04,Southeast Asia,Thailand,50657
2010-04,Southeast Asia,Vietnam,26681
2010-04,Southeast Asia,Other Markets In Southeast Asia,na
2010-04,Greater China,China,91702
2010-04,Greater China,Hong Kong SAR,35564
2010-04,Greater China,Taiwan,14509
2010-04,Greater China,Other Markets In Greater China,na
2010-04,North Asia,Japan,35179
2010-04,North Asia,South Korea,24785
2010-04,North Asia,Other Markets In North Asia,na
2010-04,South Asia,Bangladesh,7529
2010-04,South Asia,India,73219
2010-04,South Asia,Pakistan,1707
2010-04,South Asia,Sri Lanka,9961
2010-04,South Asia,Other Markets In South Asia,2001
2010-04,West Asia,Iran,1184
2010-04,West Asia,Israel,na
2010-04,West Asia,Kuwait,305
2010-04,West Asia,Saudi Arabia,1038
2010-04,West Asia,United Arab Emirates,4301
2010-04,West Asia,Other Markets In West Asia,na
2010-04,Americas,Canada,6734
2010-04,Americas,USA,33480
2010-04,Americas,Other Markets In Americas,na
2010-04,Europe,Belgium & Luxembourg,2089
2010-04,Europe,Denmark,2345
2010-04,Europe,Finland,1064
2010-04,Europe,France,11283
2010-04,Europe,Germany,17908
2010-04,Europe,Italy,3527
2010-04,Europe,Netherlands,5571
2010-04,Europe,Norway,2560
2010-04,Europe,Rep Of Ireland,na
2010-04,Europe,Russian Federation,na
2010-04,Europe,Spain,2222
2010-04,Europe,Sweden,2839
2010-04,Europe,Switzerland,6926
2010-04,Europe,United Kingdom,41354
2010-04,Europe,Other Markets In Europe,na
2010-04,Oceania,Australia,70079
2010-04,Oceania,New Zealand,6639
2010-04,Oceania,Other Markets In Oceania,1027
2010-04,Africa,Egypt,na
2010-04,Africa,Mauritius,na
2010-04,Africa,South Africa (Rep Of),na
2010-04,Africa,Other Markets In Africa,na
2010-05,Southeast Asia,Brunei Darussalam,4796
2010-05,Southeast Asia,Indonesia,185809
2010-05,Southeast Asia,Malaysia,81937
2010-05,Southeast Asia,Myanmar,6556
2010-05,Southeast Asia,Philippines,55312
2010-05,Southeast Asia,Thailand,38925
2010-05,Southeast Asia,Vietnam,26153
2010-05,Southeast Asia,Other Markets In Southeast Asia,na
2010-05,Greater China,China,71636
2010-05,Greater China,Hong Kong SAR,32047
2010-05,Greater China,Taiwan,17111
2010-05,Greater China,Other Markets In Greater China,na
2010-05,North Asia,Japan,36827
2010-05,North Asia,South Korea,32161
2010-05,North Asia,Other Markets In North Asia,na
2010-05,South Asia,Bangladesh,7704
2010-05,South Asia,India,115965
2010-05,South Asia,Pakistan,1565
2010-05,South Asia,Sri Lanka,6043
2010-05,South Asia,Other Markets In South Asia,2001
2010-05,West Asia,Iran,1448
2010-05,West Asia,Israel,na
2010-05,West Asia,Kuwait,451
2010-05,West Asia,Saudi Arabia,771
2010-05,West Asia,United Arab Emirates,3764
2010-05,West Asia,Other Markets In West Asia,na
2010-05,Americas,Canada,5457
2010-05,Americas,USA,32124
2010-05,Americas,Other Markets In Americas,na
2010-05,Europe,Belgium & Luxembourg,1542
2010-05,Europe,Denmark,1666
2010-05,Europe,Finland,878
2010-05,Europe,France,10323
2010-05,Europe,Germany,14058
2010-05,Europe,Italy,3406
2010-05,Europe,Netherlands,5881
2010-05,Europe,Norway,1807
2010-05,Europe,Rep Of Ireland,na
2010-05,Europe,Russian Federation,na
2010-05,Europe,Spain,1918
2010-05,Europe,Sweden,1822
2010-05,Europe,Switzerland,6413
2010-05,Europe,United Kingdom,29285
2010-05,Europe,Other Markets In Europe,na
2010-05,Oceania,Australia,63517
2010-05,Oceania,New Zealand,8109
2010-05,Oceania,Other Markets In Oceania,1022
2010-05,Africa,Egypt,na
2010-05,Africa,Mauritius,na
2010-05,Africa,South Africa (Rep Of),na
2010-05,Africa,Other Markets In Africa,na
2010-06,Southeast Asia,Brunei Darussalam,5953
2010-06,Southeast Asia,Indonesia,214445
2010-06,Southeast Asia,Malaysia,93089
2010-06,Southeast Asia,Myanmar,6236
2010-06,Southeast Asia,Philippines,44491
2010-06,Southeast Asia,Thailand,30712
2010-06,Southeast Asia,Vietnam,35590
2010-06,Southeast Asia,Other Markets In Southeast Asia,na
2010-06,Greater China,China,69081
2010-06,Greater China,Hong Kong SAR,32190
2010-06,Greater China,Taiwan,13542
2010-06,Greater China,Other Markets In Greater China,na
2010-06,North Asia,Japan,36469
2010-06,North Asia,South Korea,30033
2010-06,North Asia,Other Markets In North Asia,na
2010-06,South Asia,Bangladesh,8524
2010-06,South Asia,India,83472
2010-06,South Asia,Pakistan,2926
2010-06,South Asia,Sri Lanka,5750
2010-06,South Asia,Other Markets In South Asia,1896
2010-06,West Asia,Iran,2118
2010-06,West Asia,Israel,na
2010-06,West Asia,Kuwait,806
2010-06,West Asia,Saudi Arabia,942
2010-06,West Asia,United Arab Emirates,4620
2010-06,West Asia,Other Markets In West Asia,na
2010-06,Americas,Canada,4969
2010-06,Americas,USA,39055
2010-06,Americas,Other Markets In Americas,na
2010-06,Europe,Belgium & Luxembourg,1535
2010-06,Europe,Denmark,1820
2010-06,Europe,Finland,991
2010-06,Europe,France,8359
2010-06,Europe,Germany,11839
2010-06,Europe,Italy,3201
2010-06,Europe,Netherlands,4907
2010-06,Europe,Norway,2412
2010-06,Europe,Rep Of Ireland,na
2010-06,Europe,Russian Federation,na
2010-06,Europe,Spain,2352
2010-06,Europe,Sweden,2117
2010-06,Europe,Switzerland,4338
2010-06,Europe,United Kingdom,25734
2010-06,Europe,Other Markets In Europe,na
2010-06,Oceania,Australia,74597
2010-06,Oceania,New Zealand,9655
2010-06,Oceania,Other Markets In Oceania,1276
2010-06,Africa,Egypt,na
2010-06,Africa,Mauritius,na
2010-06,Africa,South Africa (Rep Of),na
2010-06,Africa,Other Markets In Africa,na
2010-07,Southeast Asia,Brunei Darussalam,5578
2010-07,Southeast Asia,Indonesia,232630
2010-07,Southeast Asia,Malaysia,82611
2010-07,Southeast Asia,Myanmar,6879
2010-07,Southeast Asia,Philippines,43441
2010-07,Southeast Asia,Thailand,37256
2010-07,Southeast Asia,Vietnam,43861
2010-07,Southeast Asia,Other Markets In Southeast Asia,na
2010-07,Greater China,China,117778
2010-07,Greater China,Hong Kong SAR,46727
2010-07,Greater China,Taiwan,23937
2010-07,Greater China,Other Markets In Greater China,na
2010-07,North Asia,Japan,44649
2010-07,North Asia,South Korea,32673
2010-07,North Asia,Other Markets In North Asia,na
2010-07,South Asia,Bangladesh,9373
2010-07,South Asia,India,64912
2010-07,South Asia,Pakistan,3908
2010-07,South Asia,Sri Lanka,6207
2010-07,South Asia,Other Markets In South Asia,2137
2010-07,West Asia,Iran,2032
2010-07,West Asia,Israel,na
2010-07,West Asia,Kuwait,2548
2010-07,West Asia,Saudi Arabia,2400
2010-07,West Asia,United Arab Emirates,8870
2010-07,West Asia,Other Markets In West Asia,na
2010-07,Americas,Canada,6646
2010-07,Americas,USA,41173
2010-07,Americas,Other Markets In Americas,na
2010-07,Europe,Belgium & Luxembourg,2625
2010-07,Europe,Denmark,2934
2010-07,Europe,Finland,968
2010-07,Europe,France,11904
2010-07,Europe,Germany,14647
2010-07,Europe,Italy,4084
2010-07,Europe,Netherlands,8447
2010-07,Europe,Norway,2819
2010-07,Europe,Rep Of Ireland,na
2010-07,Europe,Russian Federation,na
2010-07,Europe,Spain,3267
2010-07,Europe,Sweden,2057
2010-07,Europe,Switzerland,6888
2010-07,Europe,United Kingdom,31806
2010-07,Europe,Other Markets In Europe,na
2010-07,Oceania,Australia,87289
2010-07,Oceania,New Zealand,10847
2010-07,Oceania,Other Markets In Oceania,1072
2010-07,Africa,Egypt,na
2010-07,Africa,Mauritius,na
2010-07,Africa,South Africa (Rep Of),na
2010-07,Africa,Other Markets In Africa,na
2010-08,Southeast Asia,Brunei Darussalam,4244
2010-08,Southeast Asia,Indonesia,165525
2010-08,Southeast Asia,Malaysia,75916
2010-08,Southeast Asia,Myanmar,5838
2010-08,Southeast Asia,Philippines,39283
2010-08,Southeast Asia,Thailand,34804
2010-08,Southeast Asia,Vietnam,32844
2010-08,Southeast Asia,Other Markets In Southeast Asia,na
2010-08,Greater China,China,130593
2010-08,Greater China,Hong Kong SAR,46696
2010-08,Greater China,Taiwan,20959
2010-08,Greater China,Other Markets In Greater China,na
2010-08,North Asia,Japan,56680
2010-08,North Asia,South Korea,34169
2010-08,North Asia,Other Markets In North Asia,na
2010-08,South Asia,Bangladesh,7144
2010-08,South Asia,India,57109
2010-08,South Asia,Pakistan,1510
2010-08,South Asia,Sri Lanka,7816
2010-08,South Asia,Other Markets In South Asia,1761
2010-08,West Asia,Iran,2727
2010-08,West Asia,Israel,na
2010-08,West Asia,Kuwait,719
2010-08,West Asia,Saudi Arabia,972
2010-08,West Asia,United Arab Emirates,6133
2010-08,West Asia,Other Markets In West Asia,na
2010-08,Americas,Canada,6397
2010-08,Americas,USA,34225
2010-08,Americas,Other Markets In Americas,na
2010-08,Europe,Belgium & Luxembourg,2542
2010-08,Europe,Denmark,1832
2010-08,Europe,Finland,754
2010-08,Europe,France,15794
2010-08,Europe,Germany,17269
2010-08,Europe,Italy,8781
2010-08,Europe,Netherlands,7884
2010-08,Europe,Norway,1939
2010-08,Europe,Rep Of Ireland,na
2010-08,Europe,Russian Federation,na
2010-08,Europe,Spain,5274
2010-08,Europe,Sweden,1748
2010-08,Europe,Switzerland,6148
2010-08,Europe,United Kingdom,34990
2010-08,Europe,Other Markets In Europe,na
2010-08,Oceania,Australia,68222
2010-08,Oceania,New Zealand,9122
2010-08,Oceania,Other Markets In Oceania,952
2010-08,Africa,Egypt,na
2010-08,Africa,Mauritius,na
2010-08,Africa,South Africa (Rep Of),na
2010-08,Africa,Other Markets In Africa,na
2010-09,Southeast Asia,Brunei Darussalam,4628
2010-09,Southeast Asia,Indonesia,243869
2010-09,Southeast Asia,Malaysia,95484
2010-09,Southeast Asia,Myanmar,5376
2010-09,Southeast Asia,Philippines,40672
2010-09,Southeast Asia,Thailand,30711
2010-09,Southeast Asia,Vietnam,24338
2010-09,Southeast Asia,Other Markets In Southeast Asia,na
2010-09,Greater China,China,74457
2010-09,Greater China,Hong Kong SAR,28469
2010-09,Greater China,Taiwan,13486
2010-09,Greater China,Other Markets In Greater China,na
2010-09,North Asia,Japan,45012
2010-09,North Asia,South Korea,25665
2010-09,North Asia,Other Markets In North Asia,na
2010-09,South Asia,Bangladesh,7942
2010-09,South Asia,India,54860
2010-09,South Asia,Pakistan,1125
2010-09,South Asia,Sri Lanka,5759
2010-09,South Asia,Other Markets In South Asia,1529
2010-09,West Asia,Iran,4182
2010-09,West Asia,Israel,na
2010-09,West Asia,Kuwait,535
2010-09,West Asia,Saudi Arabia,1345
2010-09,West Asia,United Arab Emirates,4299
2010-09,West Asia,Other Markets In West Asia,na
2010-09,Americas,Canada,4337
2010-09,Americas,USA,27957
2010-09,Americas,Other Markets In Americas,na
2010-09,Europe,Belgium & Luxembourg,1878
2010-09,Europe,Denmark,1590
2010-09,Europe,Finland,986
2010-09,Europe,France,8362
2010-09,Europe,Germany,15994
2010-09,Europe,Italy,3734
2010-09,Europe,Netherlands,5740
2010-09,Europe,Norway,1912
2010-09,Europe,Rep Of Ireland,na
2010-09,Europe,Russian Federation,na
2010-09,Europe,Spain,3066
2010-09,Europe,Sweden,1772
2010-09,Europe,Switzerland,4978
2010-09,Europe,United Kingdom,31692
2010-09,Europe,Other Markets In Europe,na
2010-09,Oceania,Australia,80293
2010-09,Oceania,New Zealand,9481
2010-09,Oceania,Other Markets In Oceania,1072
2010-09,Africa,Egypt,na
2010-09,Africa,Mauritius,na
2010-09,Africa,South Africa (Rep Of),na
2010-09,Africa,Other Markets In Africa,na
2010-10,Southeast Asia,Brunei Darussalam,3750
2010-10,Southeast Asia,Indonesia,178939
2010-10,Southeast Asia,Malaysia,82803
2010-10,Southeast Asia,Myanmar,6482
2010-10,Southeast Asia,Philippines,52011
2010-10,Southeast Asia,Thailand,57951
2010-10,Southeast Asia,Vietnam,24692
2010-10,Southeast Asia,Other Markets In Southeast Asia,na
2010-10,Greater China,China,92627
2010-10,Greater China,Hong Kong SAR,32834
2010-10,Greater China,Taiwan,13854
2010-10,Greater China,Other Markets In Greater China,na
2010-10,North Asia,Japan,43497
2010-10,North Asia,South Korea,29009
2010-10,North Asia,Other Markets In North Asia,na
2010-10,South Asia,Bangladesh,7543
2010-10,South Asia,India,75574
2010-10,South Asia,Pakistan,1469
2010-10,South Asia,Sri Lanka,6295
2010-10,South Asia,Other Markets In South Asia,2106
2010-10,West Asia,Iran,2215
2010-10,West Asia,Israel,na
2010-10,West Asia,Kuwait,380
2010-10,West Asia,Saudi Arabia,902
2010-10,West Asia,United Arab Emirates,3683
2010-10,West Asia,Other Markets In West Asia,na
2010-10,Americas,Canada,6161
2010-10,Americas,USA,36707
2010-10,Americas,Other Markets In Americas,na
2010-10,Europe,Belgium & Luxembourg,1977
2010-10,Europe,Denmark,2451
2010-10,Europe,Finland,1359
2010-10,Europe,France,10062
2010-10,Europe,Germany,18241
2010-10,Europe,Italy,3328
2010-10,Europe,Netherlands,6352
2010-10,Europe,Norway,2903
2010-10,Europe,Rep Of Ireland,na
2010-10,Europe,Russian Federation,na
2010-10,Europe,Spain,2959
2010-10,Europe,Sweden,2609
2010-10,Europe,Switzerland,7045
2010-10,Europe,United Kingdom,37576
2010-10,Europe,Other Markets In Europe,na
2010-10,Oceania,Australia,77097
2010-10,Oceania,New Zealand,8799
2010-10,Oceania,Other Markets In Oceania,1181
2010-10,Africa,Egypt,na
2010-10,Africa,Mauritius,na
2010-10,Africa,South Africa (Rep Of),na
2010-10,Africa,Other Markets In Africa,na
2010-11,Southeast Asia,Brunei Darussalam,4673
2010-11,Southeast Asia,Indonesia,176118
2010-11,Southeast Asia,Malaysia,99975
2010-11,Southeast Asia,Myanmar,5953
2010-11,Southeast Asia,Philippines,50094
2010-11,Southeast Asia,Thailand,30197
2010-11,Southeast Asia,Vietnam,21246
2010-11,Southeast Asia,Other Markets In Southeast Asia,na
2010-11,Greater China,China,94035
2010-11,Greater China,Hong Kong SAR,29852
2010-11,Greater China,Taiwan,13133
2010-11,Greater China,Other Markets In Greater China,na
2010-11,North Asia,Japan,51542
2010-11,North Asia,South Korea,27814
2010-11,North Asia,Other Markets In North Asia,na
