month_year,region,country,visitor_count
2010-11,South Asia,Bangladesh,7439
2010-11,South Asia,India,72920
2010-11,South Asia,Pakistan,1401
2010-11,South Asia,Sri Lanka,5786
2010-11,South Asia,Other Markets In South Asia,1938
2010-11,West Asia,Iran,2512
2010-11,West Asia,Israel,na
2010-11,West Asia,Kuwait,723
2010-11,West Asia,Saudi Arabia,1554
2010-11,West Asia,United Arab Emirates,5729
2010-11,West Asia,Other Markets In West Asia,na
2010-11,Americas,Canada,6485
2010-11,Americas,USA,34324
2010-11,Americas,Other Markets In Americas,na
2010-11,Europe,Belgium & Luxembourg,2168
2010-11,Europe,Denmark,2266
2010-11,Europe,Finland,1535
2010-11,Europe,France,11753
2010-11,Europe,Germany,22283
2010-11,Europe,Italy,4394
2010-11,Europe,Netherlands,6077
2010-11,Europe,Norway,2916
2010-11,Europe,Rep Of Ireland,na
2010-11,Europe,Russian Federation,na
2010-11,Europe,Spain,2750
2010-11,Europe,Sweden,3276
2010-11,Europe,Switzerland,7086
2010-11,Europe,United Kingdom,43246
2010-11,Europe,Other Markets In Europe,na
2010-11,Oceania,Australia,64152
2010-11,Oceania,New Zealand,7245
2010-11,Oceania,Other Markets In Oceania,1071
2010-11,Africa,Egypt,na
2010-11,Africa,Mauritius,na
2010-11,Africa,South Africa (Rep Of),na
2010-11,Africa,Other Markets In Africa,na
2010-12,Southeast Asia,Brunei Darussalam,9516
2010-12,Southeast Asia,Indonesia,262235
2010-12,Southeast Asia,Malaysia,129821
2010-12,Southeast Asia,Myanmar,8277
2010-12,Southeast Asia,Philippines,55518
2010-12,Southeast Asia,Thailand,39250
2010-12,Southeast Asia,Vietnam,26550
2010-12,Southeast Asia,Other Markets In Southeast Asia,na
2010-12,Greater China,China,99578
2010-12,Greater China,Hong Kong SAR,32636
2010-12,Greater China,Taiwan,12186
2010-12,Greater China,Other Markets In Greater China,na
2010-12,North Asia,Japan,48844
2010-12,North Asia,South Korea,25255
2010-12,North Asia,Other Markets In North Asia,na
2010-12,South Asia,Bangladesh,7879
2010-12,South Asia,India,73532
2010-12,South Asia,Pakistan,1777
2010-12,South Asia,Sri Lanka,10477
2010-12,South Asia,Other Markets In South Asia,2417
2010-12,West Asia,Iran,2669
2010-12,West Asia,Israel,na
2010-12,West Asia,Kuwait,403
2010-12,West Asia,Saudi Arabia,793
2010-12,West Asia,United Arab Emirates,4513
2010-12,West Asia,Other Markets In West Asia,na
2010-12,Americas,Canada,7624
2010-12,Americas,USA,34346
2010-12,Americas,Other Markets In Americas,na
2010-12,Europe,Belgium & Luxembourg,1958
2010-12,Europe,Denmark,1908
2010-12,Europe,Finland,1790
2010-12,Europe,France,10578
2010-12,Europe,Germany,17552
2010-12,Europe,Italy,4177
2010-12,Europe,Netherlands,5969
2010-12,Europe,Norway,2453
2010-12,Europe,Rep Of Ireland,na
2010-12,Europe,Russian Federation,na
2010-12,Europe,Spain,2568
2010-12,Europe,Sweden,4014
2010-12,Europe,Switzerland,5891
2010-12,Europe,United Kingdom,39557
2010-12,Europe,Other Markets In Europe,na
2010-12,Oceania,Australia,86705
2010-12,Oceania,New Zealand,7418
2010-12,Oceania,Other Markets In Oceania,1003
2010-12,Africa,Egypt,na
2010-12,Africa,Mauritius,na
2010-12,Africa,South Africa (Rep Of),na
2010-12,Africa,Other Markets In Africa,na
2011-01,Southeast Asia,Brunei Darussalam,4547
2011-01,Southeast Asia,Indonesia,208232
2011-01,Southeast Asia,Malaysia,78342
2011-01,Southeast Asia,Myanmar,6457
2011-01,Southeast Asia,Philippines,43339
2011-01,Southeast Asia,Thailand,33230
2011-01,Southeast Asia,Vietnam,19704
2011-01,Southeast Asia,Other Markets In Southeast Asia,na
2011-01,Greater China,China,132040
2011-01,Greater China,Hong Kong SAR,29322
2011-01,Greater China,Taiwan,18218
2011-01,Greater China,Other Markets In Greater China,na
2011-01,North Asia,Japan,48799
2011-01,North Asia,South Korea,41070
2011-01,North Asia,Other Markets In North Asia,na
2011-01,South Asia,Bangladesh,8228
2011-01,South Asia,India,63078
2011-01,South Asia,Pakistan,1572
2011-01,South Asia,Sri Lanka,5721
2011-01,South Asia,Other Markets In South Asia,1927
2011-01,West Asia,Iran,2279
2011-01,West Asia,Israel,na
2011-01,West Asia,Kuwait,455
2011-01,West Asia,Saudi Arabia,849
2011-01,West Asia,United Arab Emirates,3992
2011-01,West Asia,Other Markets In West Asia,na
2011-01,Americas,Canada,7897
2011-01,Americas,USA,38267
2011-01,Americas,Other Markets In Americas,na
2011-01,Europe,Belgium & Luxembourg,2059
2011-01,Europe,Denmark,2868
2011-01,Europe,Finland,2217
2011-01,Europe,France,10957
2011-01,Europe,Germany,19862
2011-01,Europe,Italy,5048
2011-01,Europe,Netherlands,6722
2011-01,Europe,Norway,3050
2011-01,Europe,Rep Of Ireland,na
2011-01,Europe,Russian Federation,na
2011-01,Europe,Spain,2200
2011-01,Europe,Sweden,4840
2011-01,Europe,Switzerland,6859
2011-01,Europe,United Kingdom,41408
2011-01,Europe,Other Markets In Europe,na
2011-01,Oceania,Australia,98023
2011-01,Oceania,New Zealand,8102
2011-01,Oceania,Other Markets In Oceania,1208
2011-01,Africa,Egypt,na
2011-01,Africa,Mauritius,na
2011-01,Africa,South Africa (Rep Of),na
2011-01,Africa,Other Markets In Africa,na
2011-02,Southeast Asia,Brunei Darussalam,3890
2011-02,Southeast Asia,Indonesia,177003
2011-02,Southeast Asia,Malaysia,81747
2011-02,Southeast Asia,Myanmar,5897
2011-02,Southeast Asia,Philippines,48107
2011-02,Southeast Asia,Thailand,31019
2011-02,Southeast Asia,Vietnam,26850
2011-02,Southeast Asia,Other Markets In Southeast Asia,na
2011-02,Greater China,China,149941
2011-02,Greater China,Hong Kong SAR,38190
2011-02,Greater China,Taiwan,19139
2011-02,Greater China,Other Markets In Greater China,na
2011-02,North Asia,Japan,58190
2011-02,North Asia,South Korea,36810
2011-02,North Asia,Other Markets In North Asia,na
2011-02,South Asia,Bangladesh,6368
2011-02,South Asia,India,50696
2011-02,South Asia,Pakistan,1161
2011-02,South Asia,Sri Lanka,5908
2011-02,South Asia,Other Markets In South Asia,1669
2011-02,West Asia,Iran,3038
2011-02,West Asia,Israel,na
2011-02,West Asia,Kuwait,631
2011-02,West Asia,Saudi Arabia,1208
2011-02,West Asia,United Arab Emirates,3429
2011-02,West Asia,Other Markets In West Asia,na
2011-02,Americas,Canada,6898
2011-02,Americas,USA,33944
2011-02,Americas,Other Markets In Americas,na
2011-02,Europe,Belgium & Luxembourg,1755
2011-02,Europe,Denmark,3188
2011-02,Europe,Finland,1757
2011-02,Europe,France,10755
2011-02,Europe,Germany,19290
2011-02,Europe,Italy,3518
2011-02,Europe,Netherlands,6229
2011-02,Europe,Norway,2955
2011-02,Europe,Rep Of Ireland,na
2011-02,Europe,Russian Federation,na
2011-02,Europe,Spain,1973
2011-02,Europe,Sweden,3824
2011-02,Europe,Switzerland,6551
2011-02,Europe,United Kingdom,41665
2011-02,Europe,Other Markets In Europe,na
2011-02,Oceania,Australia,58135
2011-02,Oceania,New Zealand,4287
2011-02,Oceania,Other Markets In Oceania,923
2011-02,Africa,Egypt,na
2011-02,Africa,Mauritius,na
2011-02,Africa,South Africa (Rep Of),na
2011-02,Africa,Other Markets In Africa,na
2011-03,Southeast Asia,Brunei Darussalam,5795
2011-03,Southeast Asia,Indonesia,191842
2011-03,Southeast Asia,Malaysia,96418
2011-03,Southeast Asia,Myanmar,8466
2011-03,Southeast Asia,Philippines,59922
2011-03,Southeast Asia,Thailand,45728
2011-03,Southeast Asia,Vietnam,23756
2011-03,Southeast Asia,Other Markets In Southeast Asia,na
2011-03,Greater China,China,129749
2011-03,Greater China,Hong Kong SAR,32721
2011-03,Greater China,Taiwan,15222
2011-03,Greater China,Other Markets In Greater China,na
2011-03,North Asia,Japan,59999
2011-03,North Asia,South Korea,29619
2011-03,North Asia,Other Markets In North Asia,na
2011-03,South Asia,Bangladesh,8133
2011-03,South Asia,India,57601
2011-03,South Asia,Pakistan,1361
2011-03,South Asia,Sri Lanka,5635
2011-03,South Asia,Other Markets In South Asia,1659
2011-03,West Asia,Iran,8787
2011-03,West Asia,Israel,na
2011-03,West Asia,Kuwait,392
2011-03,West Asia,Saudi Arabia,792
2011-03,West Asia,United Arab Emirates,4654
2011-03,West Asia,Other Markets In West Asia,na
2011-03,Americas,Canada,9415
2011-03,Americas,USA,43236
2011-03,Americas,Other Markets In Americas,na
2011-03,Europe,Belgium & Luxembourg,2452
2011-03,Europe,Denmark,2723
2011-03,Europe,Finland,1649
2011-03,Europe,France,12342
2011-03,Europe,Germany,23715
2011-03,Europe,Italy,5155
2011-03,Europe,Netherlands,7100
2011-03,Europe,Norway,2895
2011-03,Europe,Rep Of Ireland,na
2011-03,Europe,Russian Federation,na
2011-03,Europe,Spain,2811
2011-03,Europe,Sweden,3720
2011-03,Europe,Switzerland,7002
2011-03,Europe,United Kingdom,49753
2011-03,Europe,Other Markets In Europe,na
2011-03,Oceania,Australia,65885
2011-03,Oceania,New Zealand,6939
2011-03,Oceania,Other Markets In Oceania,982
2011-03,Africa,Egypt,na
2011-03,Africa,Mauritius,na
2011-03,Africa,South Africa (Rep Of),na
2011-03,Africa,Other Markets In Africa,na
2011-04,Southeast Asia,Brunei Darussalam,3747
2011-04,Southeast Asia,Indonesia,194335
2011-04,Southeast Asia,Malaysia,87230
2011-04,Southeast Asia,Myanmar,11168
2011-04,Southeast Asia,Philippines,76197
2011-04,Southeast Asia,Thailand,55662
2011-04,Southeast Asia,Vietnam,24152
2011-04,Southeast Asia,Other Markets In Southeast Asia,na
2011-04,Greater China,China,131797
2011-04,Greater China,Hong Kong SAR,52413
2011-04,Greater China,Taiwan,18828
2011-04,Greater China,Other Markets In Greater China,na
2011-04,North Asia,Japan,38311
2011-04,North Asia,South Korea,28004
2011-04,North Asia,Other Markets In North Asia,na
2011-04,South Asia,Bangladesh,7707
2011-04,South Asia,India,74097
2011-04,South Asia,Pakistan,1490
2011-04,South Asia,Sri Lanka,9706
2011-04,South Asia,Other Markets In South Asia,1611
2011-04,West Asia,Iran,1064
2011-04,West Asia,Israel,na
2011-04,West Asia,Kuwait,342
2011-04,West Asia,Saudi Arabia,1231
2011-04,West Asia,United Arab Emirates,4447
2011-04,West Asia,Other Markets In West Asia,na
2011-04,Americas,Canada,7163
2011-04,Americas,USA,34124
2011-04,Americas,Other Markets In Americas,na
2011-04,Europe,Belgium & Luxembourg,2198
2011-04,Europe,Denmark,2307
2011-04,Europe,Finland,1138
2011-04,Europe,France,11852
2011-04,Europe,Germany,18274
2011-04,Europe,Italy,3583
2011-04,Europe,Netherlands,5949
2011-04,Europe,Norway,3353
2011-04,Europe,Rep Of Ireland,na
2011-04,Europe,Russian Federation,na
2011-04,Europe,Spain,2744
2011-04,Europe,Sweden,2856
2011-04,Europe,Switzerland,7598
2011-04,Europe,United Kingdom,44966
2011-04,Europe,Other Markets In Europe,na
2011-04,Oceania,Australia,85297
2011-04,Oceania,New Zealand,11322
2011-04,Oceania,Other Markets In Oceania,1078
2011-04,Africa,Egypt,na
2011-04,Africa,Mauritius,na
2011-04,Africa,South Africa (Rep Of),na
2011-04,Africa,Other Markets In Africa,na
2011-05,Southeast Asia,Brunei Darussalam,4007
2011-05,Southeast Asia,Indonesia,199881
2011-05,Southeast Asia,Malaysia,90528
2011-05,Southeast Asia,Myanmar,7893
2011-05,Southeast Asia,Philippines,72488
2011-05,Southeast Asia,Thailand,44274
2011-05,Southeast Asia,Vietnam,24500
2011-05,Southeast Asia,Other Markets In Southeast Asia,na
2011-05,Greater China,China,110920
2011-05,Greater China,Hong Kong SAR,37886
2011-05,Greater China,Taiwan,18758
2011-05,Greater China,Other Markets In Greater China,na
2011-05,North Asia,Japan,41594
2011-05,North Asia,South Korea,33736
2011-05,North Asia,Other Markets In North Asia,na
2011-05,South Asia,Bangladesh,7830
2011-05,South Asia,India,114316
2011-05,South Asia,Pakistan,1653
2011-05,South Asia,Sri Lanka,5744
2011-05,South Asia,Other Markets In South Asia,1674
2011-05,West Asia,Iran,1678
2011-05,West Asia,Israel,na
2011-05,West Asia,Kuwait,378
2011-05,West Asia,Saudi Arabia,936
2011-05,West Asia,United Arab Emirates,4179
2011-05,West Asia,Other Markets In West Asia,na
2011-05,Americas,Canada,6116
2011-05,Americas,USA,34105
2011-05,Americas,Other Markets In Americas,na
2011-05,Europe,Belgium & Luxembourg,1623
2011-05,Europe,Denmark,1467
2011-05,Europe,Finland,1056
2011-05,Europe,France,10086
2011-05,Europe,Germany,12628
2011-05,Europe,Italy,3499
2011-05,Europe,Netherlands,5445
2011-05,Europe,Norway,1724
2011-05,Europe,Rep Of Ireland,na
2011-05,Europe,Russian Federation,na
2011-05,Europe,Spain,1963
2011-05,Europe,Sweden,1926
2011-05,Europe,Switzerland,5333
2011-05,Europe,United Kingdom,28282
2011-05,Europe,Other Markets In Europe,na
2011-05,Oceania,Australia,72365
2011-05,Oceania,New Zealand,12893
2011-05,Oceania,Other Markets In Oceania,1117
2011-05,Africa,Egypt,na
2011-05,Africa,Mauritius,na
2011-05,Africa,South Africa (Rep Of),na
2011-05,Africa,Other Markets In Africa,na
2011-06,Southeast Asia,Brunei Darussalam,6510
2011-06,Southeast Asia,Indonesia,253383
2011-06,Southeast Asia,Malaysia,97856
2011-06,Southeast Asia,Myanmar,7571
2011-06,Southeast Asia,Philippines,52257
2011-06,Southeast Asia,Thailand,32783
2011-06,Southeast Asia,Vietnam,36751
2011-06,Southeast Asia,Other Markets In Southeast Asia,na
2011-06,Greater China,China,103335
2011-06,Greater China,Hong Kong SAR,37962
2011-06,Greater China,Taiwan,20445
2011-06,Greater China,Other Markets In Greater China,na
2011-06,North Asia,Japan,38061
2011-06,North Asia,South Korea,34233
2011-06,North Asia,Other Markets In North Asia,na
2011-06,South Asia,Bangladesh,7984
2011-06,South Asia,India,90742
2011-06,South Asia,Pakistan,2740
2011-06,South Asia,Sri Lanka,5296
2011-06,South Asia,Other Markets In South Asia,1821
2011-06,West Asia,Iran,2020
2011-06,West Asia,Israel,na
2011-06,West Asia,Kuwait,862
2011-06,West Asia,Saudi Arabia,1512
2011-06,West Asia,United Arab Emirates,5064
2011-06,West Asia,Other Markets In West Asia,na
2011-06,Americas,Canada,5125
2011-06,Americas,USA,39712
2011-06,Americas,Other Markets In Americas,na
2011-06,Europe,Belgium & Luxembourg,1498
2011-06,Europe,Denmark,1578
2011-06,Europe,Finland,1985
2011-06,Europe,France,7990
2011-06,Europe,Germany,12094
2011-06,Europe,Italy,3099
2011-06,Europe,Netherlands,4924
2011-06,Europe,Norway,2262
2011-06,Europe,Rep Of Ireland,na
2011-06,Europe,Russian Federation,na
2011-06,Europe,Spain,2015
2011-06,Europe,Sweden,2011
2011-06,Europe,Switzerland,4497
2011-06,Europe,United Kingdom,24462
2011-06,Europe,Other Markets In Europe,na
2011-06,Oceania,Australia,84371
2011-06,Oceania,New Zealand,12891
2011-06,Oceania,Other Markets In Oceania,1384
2011-06,Africa,Egypt,na
2011-06,Africa,Mauritius,na
2011-06,Africa,South Africa (Rep Of),na
2011-06,Africa,Other Markets In Africa,na
2011-07,Southeast Asia,Brunei Darussalam,5522
2011-07,Southeast Asia,Indonesia,251419
2011-07,Southeast Asia,Malaysia,90175
2011-07,Southeast Asia,Myanmar,9196
2011-07,Southeast Asia,Philippines,50938
2011-07,Southeast Asia,Thailand,40848
2011-07,Southeast Asia,Vietnam,45542
2011-07,Southeast Asia,Other Markets In Southeast Asia,na
2011-07,Greater China,China,183862
2011-07,Greater China,Hong Kong SAR,56960
2011-07,Greater China,Taiwan,33454
2011-07,Greater China,Other Markets In Greater China,na
2011-07,North Asia,Japan,55479
2011-07,North Asia,South Korea,40587
2011-07,North Asia,Other Markets In North Asia,na
2011-07,South Asia,Bangladesh,9038
2011-07,South Asia,India,71209
2011-07,South Asia,Pakistan,3568
2011-07,South Asia,Sri Lanka,7585
2011-07,South Asia,Other Markets In South Asia,1797
2011-07,West Asia,Iran,2182
2011-07,West Asia,Israel,na
2011-07,West Asia,Kuwait,2404
2011-07,West Asia,Saudi Arabia,3696
2011-07,West Asia,United Arab Emirates,9149
2011-07,West Asia,Other Markets In West Asia,na
2011-07,Americas,Canada,7098
2011-07,Americas,USA,43187
2011-07,Americas,Other Markets In Americas,na
2011-07,Europe,Belgium & Luxembourg,2683
2011-07,Europe,Denmark,3064
2011-07,Europe,Finland,1991
2011-07,Europe,France,13943
2011-07,Europe,Germany,15675
2011-07,Europe,Italy,4151
2011-07,Europe,Netherlands,9682
2011-07,Europe,Norway,3201
2011-07,Europe,Rep Of Ireland,na
2011-07,Europe,Russian Federation,na
2011-07,Europe,Spain,3336
2011-07,Europe,Sweden,2455
2011-07,Europe,Switzerland,7318
2011-07,Europe,United Kingdom,30659
2011-07,Europe,Other Markets In Europe,na
2011-07,Oceania,Australia,94690
2011-07,Oceania,New Zealand,15973
2011-07,Oceania,Other Markets In Oceania,1337
2011-07,Africa,Egypt,na
2011-07,Africa,Mauritius,na
2011-07,Africa,South Africa (Rep Of),na
2011-07,Africa,Other Markets In Africa,na
2011-08,Southeast Asia,Brunei Darussalam,4556
2011-08,Southeast Asia,Indonesia,228209
2011-08,Southeast Asia,Malaysia,91344
2011-08,Southeast Asia,Myanmar,7256
2011-08,Southeast Asia,Philippines,49558
2011-08,Southeast Asia,Thailand,34385
2011-08,Southeast Asia,Vietnam,30612
2011-08,Southeast Asia,Other Markets In Southeast Asia,na
2011-08,Greater China,China,183890
2011-08,Greater China,Hong Kong SAR,49034
2011-08,Greater China,Taiwan,26574
2011-08,Greater China,Other Markets In Greater China,na
2011-08,North Asia,Japan,72034
2011-08,North Asia,South Korea,44364
2011-08,North Asia,Other Markets In North Asia,na
2011-08,South Asia,Bangladesh,7316
2011-08,South Asia,India,60926
2011-08,South Asia,Pakistan,1154
2011-08,South Asia,Sri Lanka,7586
2011-08,South Asia,Other Markets In South Asia,1712
2011-08,West Asia,Iran,2339
2011-08,West Asia,Israel,na
2011-08,West Asia,Kuwait,580
2011-08,West Asia,Saudi Arabia,1056
2011-08,West Asia,United Arab Emirates,6637
2011-08,West Asia,Other Markets In West Asia,na
2011-08,Americas,Canada,6399
2011-08,Americas,USA,34221
2011-08,Americas,Other Markets In Americas,na
2011-08,Europe,Belgium & Luxembourg,2464
2011-08,Europe,Denmark,1595
2011-08,Europe,Finland,1240
2011-08,Europe,France,17520
2011-08,Europe,Germany,18141
2011-08,Europe,Italy,8242
2011-08,Europe,Netherlands,8909
2011-08,Europe,Norway,1905
2011-08,Europe,Rep Of Ireland,na
2011-08,Europe,Russian Federation,na
2011-08,Europe,Spain,5411
2011-08,Europe,Sweden,1726
2011-08,Europe,Switzerland,6090
2011-08,Europe,United Kingdom,34967
2011-08,Europe,Other Markets In Europe,na
2011-08,Oceania,Australia,71953
2011-08,Oceania,New Zealand,11612
2011-08,Oceania,Other Markets In Oceania,1057
2011-08,Africa,Egypt,na
2011-08,Africa,Mauritius,na
2011-08,Africa,South Africa (Rep Of),na
2011-08,Africa,Other Markets In Africa,na
2011-09,Southeast Asia,Brunei Darussalam,3910
2011-09,Southeast Asia,Indonesia,221319
2011-09,Southeast Asia,Malaysia,103060
2011-09,Southeast Asia,Myanmar,6966
2011-09,Southeast Asia,Philippines,51859
2011-09,Southeast Asia,Thailand,33009
